kanji,strokes,grade,freq,jlpt,meanings,readings_on,readings_kun
茭,9,13,0,0,"An Aquatic Grass, The Stalks Of Which Are Eaten As A Vegetable","けき, きゃく, こう, きょう",まぐさ
茮,9,13,0,0,,"しょう, のう",なるはじかみ
茰,9,13,0,0,,ゆ,
茳,9,13,0,0,,こう,
茷,9,13,0,0,"Flutter, Flower","はい, ひつ, ほち",しげ.る
茺,9,13,0,0,,"しゅう, しゅ",
茼,9,13,0,0,,"とう, ず",しゅんぎく
茽,9,13,0,0,,"ちゅう, じゆ",むら.がる
荂,9,13,0,0,,"か, け, ふ, く",はな
荃,9,13,0,0,"Aromatic Herb, Fine Cloth","せん, そん, せつ, せち, さつ",からしあえ
荄,9,13,0,0,Roots,かい,ね
荇,9,13,0,0,"Water Plant, Nymphoides Peltalum","こう, ぎょう",はなじゅんさい
荍,9,13,0,0,"Buckwheat, Herbal Medicine","きょう, しゅう, しゅ",ぜにあおい
荎,9,13,0,0,,"ち, じ, ちつ, じち, てつ, でち",
荑,9,13,0,0,"Sprouts, Tares","てい, だい, い",つばな
荕,9,13,0,0,,きん,ほね
荖,9,13,0,0,,"はい, ほう, ろう",きんま
荗,9,13,0,0,,"しょく, じき",
荰,9,13,0,0,,"と, ず",
荸,10,13,0,0,Water Chestnut,"ほつ, ぼち",
荽,10,13,0,0,Coriander,"い, すい, に",
荿,10,13,0,0,,"せい, じょう",
莀,10,13,0,0,"To Farm, Farmer, Agriculture","しん, どう, のう",
莂,10,13,0,0,,"へつ, へち","たねをま.く, うつしう.える"
莄,10,13,0,0,,"こう, きょう",
莆,10,13,0,0,Kind Of Legendary Tree,"ふ, ほ",
莍,10,13,0,0,,"きゅう, ぐ, きく",
莒,10,13,0,0,"Hemp-like Plant, Taro, Herb","きょ, こ",いも
莔,10,13,0,0,,"ぼう, もう, みょう, きつ, こち, てい, きょう",ははぐり
莕,10,13,0,0,,"こう, ぎょう",はなじゅんさい
莘,10,13,0,0,"Long, Numerous, Marsh Plant Whose Root Is Used For Medicine",しん,
莙,10,13,0,0,Species Of Water Plant,"きん, くん, うん",も
莛,10,13,0,0,"Stalks Of Grasses, Etc.","てい, じょう",くき
莜,10,13,0,0,Avena Nuda,"てき, じゅく, ちょう, じょう",くさとり
莝,10,13,0,0,To Chop Straw Fine For Animals,さ,きりわら
莦,10,13,0,0,,"そう, しょう",みだ.れる
莧,10,13,0,0,"Edible Greens, Amaranth","かん, けん",ひゆ
莩,10,13,0,0,"Membrane Lining Inside Reed, Very Thin","ふ, ひょう",
莬,10,13,0,0,,"ぶん, もん, ばん, まん, べん, めん",
莾,11,13,0,0,,"ぼう, もう",くさ
莿,11,13,0,0,Thorn,"し, せき, しゃく",とげ
菀,11,13,0,0,Luxuriance Of Growth,"えん, おん, うつ, うち, うん","その, つ.む"
菇,11,13,0,0,Mushrooms,"こ, く",からすうり
菉,11,13,0,0,"The Green Bamboo, Greenish Bamboo","りょく, ろく",かりやす
菏,11,13,0,0,River In Shandong Province,か,くさ
菐,11,13,0,0,,ほく,わずらわ.しい
菑,11,13,0,0,"To Weed Grass, Land Under Cultivation","し, さい",あれち
菔,11,13,0,0,Turnip,"ほく, ふく",だいこん
菝,11,13,0,0,,"はつ, ばち",
荓,11,13,0,0,,"へい, びょう",
菨,11,13,0,0,,しょう,あさぎ
菪,11,13,0,0,,とう,おにひるぐさ
菶,11,13,0,0,"Species Of Water Plant, Flower","ほう, ふ, ぼ",
菸,11,13,0,0,"Smoke, Soot, Tobacco, Cigarettes","えん, よ, おん",
菹,11,13,0,0,Salted Or Pickled Vegetables,"しょ, しゃ",つけもの
菼,11,13,0,0,Rush Or Sedge,たん,おぎ
萁,11,13,0,0,"Kind Of Grasses, Bean Stocks & Pods","き, かい",まめがら
萆,11,13,0,0,The Castor-oil Plant (also Used For Other Plants),"ひ, へい, はつ, ばち",
萊,11,9,0,0,"Goosefoot, Weed, Fallow Field","らい, り","あかざ, あれわ, こうがい"
萏,11,13,0,0,,"たん, どん",はな.やか
萑,11,13,0,0,"Grass Used For Making Mats, Huanpu, Place Famous For Robbers","かん, すい",おぎ
萕,11,13,0,0,"Water-chestnuts, Caltrop","せい, ざい","ひと.しい, ととの.える, なづな"
萙,11,13,0,0,,,くたびれる
莭,11,13,0,0,,"せつ, せち",ふし
萯,12,13,0,0,,"ふう, ふ, はい",からすうり
萹,12,13,0,0,Grass,へん,にわやなぎ
葅,12,13,0,0,,"しょ, しゃ",つけもの
葇,12,13,0,0,,"じゅう, にゅ",
葈,12,13,0,0,,し,からむし
葊,12,13,0,0,Cottage,あん,"いおり, いお"
葍,12,13,0,0,Plant,ふく,ひるがお
葏,12,13,0,0,,"せん, せい, しょう, しん",しげ.る
葑,12,13,0,0,The Rape-turnip,"ほう, ふ, ふう",かぶら
葒,12,13,0,0,Herb,"こう, ぐ",おおたで
葖,12,13,0,0,,"とつ, とち",だいこん
葘,12,13,0,0,,"し, さい",あれち
葙,12,13,0,0,,"しょう, そう",のげいとう
葚,12,13,0,0,Mulberry Fruit,"ちん, しん","さわら, あてぎ, くわのみ"
葜,12,13,0,0,Smilax China,かつ,くさ
葠,12,13,0,0,Ginseng,"しん, せん","にんじん, ちょうせんにんじん"
葤,12,13,0,0,,"ちゅう, じゅう","つつ.む, つと"
葥,12,13,0,0,,せん,きいちご
葧,12,13,0,0,,"ほつ, ぼち",しろよもぎ
葪,12,13,0,0,,"けい, き, かい, け","あざみ, さ.く, とげ"
葰,12,13,0,0,,"すい, さ, せ, しゅん",しょうが
葳,12,13,0,0,"Luxuriant, Flourishing, Used For Various Plants",い,
葴,12,13,0,0,,"しん, かん, けん",やまあい
葶,12,13,0,0,,"てい, じょう, ちょう",いぬなずな
葸,12,13,0,0,"Afraid, Bashful","さい, し",よい
葼,12,13,0,0,,"そう, す",こえだ
葽,12,13,0,0,"Type Of Grain, Polygala Japonica",よう,
蒁,12,13,0,0,,"しゅつ, じゅち, いつ, いち, りつ, りち",
蒅,12,13,0,0,,,すくも
蒒,13,13,0,0,,し,こうぼうむぎ
蒓,13,13,0,0,"An Edible Water, Plant-brasenia",しゅん,ぬなわ
蒕,13,13,0,0,,うん,
蒞,13,13,0,0,"Reach, Arrive, Manage","り, れい, るい","のぞ.む, つ.く"
蒦,13,13,0,0,"To Measure, To Calculate","わく, きゃく, かく, やく","はかり, ものさし, のり"
蒨,13,13,0,0,"Lush Vegetation, Luxuriant Growth",せん,あかね
蒩,13,13,0,0,,"そ, しょ, しゃ",
蒪,13,13,0,0,,"はく, ほく",
蒯,13,13,0,0,"Rush, Of Which Various Things Are Made","かい, け",
蒱,13,13,0,0,Gambling Game With Dice,"ほ, ぶ",
蒴,13,13,0,0,(seed) Capsule,さく,そくず
蒺,13,13,0,0,"Furze, Gorse","しつ, じち, しょく, じ, き",はまびし
蒽,13,13,0,0,Anthracene,おん,
蒾,13,13,0,0,,"べい, めい",がまずみ
蓀,13,13,0,0,"Aromatic Grass, Iris, Flower",そん,
蓂,13,13,0,0,Lucky Place,"べい, めい, みょう, べき",
蓇,13,13,0,0,Follicles Of Plants,"こつ, こち",
蓈,13,13,0,0,,"こう, ろう",いぬあわ
蓌,13,13,0,0,"Pretend, Crouch","さ, しゃ, さい, すい",いつわ.る
蓏,15,13,0,0,"Fruit Growing On Low Plants, Melon",ら,"うり, くさのみ"
蓓,13,13,0,0,Bud,はい,つぼみ
蓜,13,13,0,0,,はい,
蓧,14,13,0,0,"Bamboo Basket, Weeder, Rake","ちょう, しょう",しの
蓪,14,13,0,0,"Paper-plant, Aralia Papyrifera","とう, つ",あけび
蓯,14,13,0,0,Medicinal Herb,"そう, す, しょう, しゅ",かぶら
蓰,14,13,0,0,To Increase Five-fold,し,
蓱,14,13,0,0,,"へい, ひょう",うきくさ
蓲,14,13,0,0,,"きゅう, く, しゅ, う",ぬなわ
蓷,14,13,0,0,"Leon Urus Sibiriacus, Mother War","たい, つい, すい",めはじき
蔲,14,13,0,0,Nutmeg,"こう, く",
蓺,14,13,0,0,"Art, Talent, Ability, Craft",げい,
蓻,14,13,0,0,,"しゅう, じょう, にょう, きく",
蓽,14,13,0,0,"Species Of Bean, Piper Longtum","ひつ, ひち",まめ
蔂,14,13,0,0,Basket,"るい, ら, らい",もっこ
蔃,14,13,0,0,,"きょう, ごう",
蔇,14,13,0,0,"Luxuriant Growth, Extreme, Reach","き, きけ",
蔌,14,13,0,0,Vegetables,"そく, そう, す","な, やさい"
蔎,14,13,0,0,,"せつ, せち, さつ",かんば.しい
蔐,14,13,0,0,,てき,おぎ
蔜,14,13,0,0,,ごう,はこべ
蔞,14,13,0,0,Artemisia Stelleriana,"ろう, る, りゅう, く",よもぎ
蔢,14,13,0,0,,は,
蔣,14,9,0,0,"Surname, Hydropyrum Latifalium","しょう, そう","まこも, はげ.ます"
蔤,14,13,0,0,,"びつ, みち, みつ",
蔥,14,13,0,0,"Scallions, Onions, Leeks",そう,ねぎ
蔧,14,13,0,0,,"せい, すい",ほうきぐさ
蔪,14,13,0,0,,"せん, さん",つつ.む
蔫,14,13,0,0,"Withered, Faded, Decayed, Calm","えん, おん",しぼ.む
蔯,14,13,0,0,Variety Of Artemisia,"ちん, じん",かわらよもぎ
蔳,14,13,0,0,,せん,あかね
蔴,14,13,0,0,"Hemp, Applied To Other Plants Furnishing Textile Fibres","ま, まあ",あさ
蔶,14,13,0,0,,"さく, じゃく, せき","す, すのこ"
蔿,15,13,0,0,"Surname, Place Name","い, か, け",
蕆,15,13,0,0,"Finish, Complete, Solve",てん,いまし.める
蕏,15,13,0,0,,ちょ,
蕐,15,13,0,0,,"か, け",はな
蕑,15,13,0,0,"Agueweed, Valeriana Villosa, Climbing Plant","かん, げん",ふじばかま
蕒,15,13,0,0,,"ばい, めい",のげし
蕓,15,13,0,0,"Rue, Herb Used Keep Insects Away",うん,あぶらな
蕖,15,13,0,0,,"きょ, ご",おやいも
蕙,15,13,0,0,Species Of Fragrant Orchid,"けい, え",かおりぐさ
蕜,15,13,0,0,,ひ,"いた.む, かな.しむ"
蕝,15,13,0,0,Handful,"せつ, せち, せい, さい",
蕞,15,13,0,0,"Little, Small, Tiny, Petty","さい, せつ, せち",
蕟,15,13,0,0,,"はい, ひつ, ほち, ひい",
蕠,15,13,0,0,,"じょ, にょ",
蕡,15,13,0,0,"Hemp Seeds, Plant With Abundant","ふん, はん, ぼん",しげ.る
蕢,15,13,0,0,"Edible Amaranth, Straw Basket","かい, け, き",あ.れる
蕤,15,13,0,0,"Drooping Leaves, Fringe Soft, Delicate","に, そう, しょう, すい",
蕫,15,13,0,0,,"とう, つ, ず",
蕯,16,13,0,0,,"ろう, る, りゅう",
蕹,16,13,0,0,Ipomoea Aquatica - Used As A Vegetable,"よう, ゆ",あつ.める
蕺,16,13,0,0,,"しゅう, しょう",どくだみ
蕻,16,13,0,0,,"こう, く",しげ.る
蕽,16,13,0,0,,"どう, ぬ, のう",
蕿,16,13,0,0,,けん,"かや, かんぞう"
薁,16,13,0,0,Vine,"いく, おう",にわうめ
薅,16,13,0,0,"To Weed, To Eradicate",こう,くきをと.る
薆,16,13,0,0,"To Cover, To Hide, To Conceal","あい, き, け",かく.す
薉,16,13,0,0,"Dirty, Unclean, Immoral, Obscene","わい, え",あ.れる
薋,16,13,0,0,,し,しげ.る
薌,16,13,0,0,"Fragrant Smell Of Grain, Aromatic","きょう, こう",こくもつ
薏,16,13,0,0,"Seed Of Job's Tears, Lotus Seed","よく, おく, い",
薓,16,13,0,0,Ginseng,"しん, せん","にんじん, ちょうせんにんじん"
薘,16,13,0,0,Plantago Major,"たつ, だち",おおばこ
薝,16,13,0,0,,"せん, たん",
薟,16,13,0,0,Vine,"れん, けん, こん",やぶからし
薠,16,13,0,0,,"はん, ぼん",はますげ
薢,16,13,0,0,Woody Climbing Plant,"かい, け",
薥,16,13,0,0,,"しょく, ぞく, ちょく, ちく",れんげつつじ
薧,16,13,0,0,Dried Food,こう,はかば
薴,17,13,0,0,,"どう, のう, にょう",みだ.れる
薶,17,13,0,0,"To Bury, To Stop Up, Dirty, Filthy","ばい, まい, り",うず.める
薷,17,13,0,0,,"じゅ, にゅ, じゅう",きくらげ
薸,17,13,0,0,Duckweed,ひょう,うきぐさ
薼,17,13,0,0,,"ちん, じん",かわらよもぎ
薽,17,13,0,0,,"しん, けん",やぶたばこ
薾,17,13,0,0,Luxuriant Growth Of Flower,"し, に, でい, ない",さ.く
薿,17,13,0,0,Flower,"ぎ, ぎょく, ごく",しげ.る
藂,17,13,0,0,,"そう, す","くさむら, むら.がる, むら"
藇,17,13,0,0,Fine,"しょ, よ",うつく.しい
藊,17,13,0,0,Kind Of Bean With Flat Pods,へん,ふじまめ
藋,17,13,0,0,,"ちょう, じょう, たく",あおあかぎ
藎,17,13,0,0,"Kind Of Weed, Faithfulness",しん,こぶなぐさ
薭,17,13,0,0,,"はい, ひ",ひえ
藘,18,13,0,0,Madder,"りょ, ろ",
藚,18,13,0,0,Water Plant,"しょく, ぞく",おもだか
藟,18,13,0,0,"Vine, Creeper, To Wind","るい, ら, りゅう","かずら, ふじかずら"
藠,18,13,0,0,,きょう,らっきよう
藦,18,13,0,0,Edible Mushrooms,"ば, ま",
藨,18,13,0,0,,"ひょう, きょう, ほう",まめ
藭,18,13,0,0,,"きゅう, く",せんきゅう
藳,18,13,0,0,,こう,"わら, したがき"
藶,19,13,0,0,Kind Of Plant,"れき, りゃく",
藼,19,13,0,0,,けん,"かや, かんぞう"
藿,19,13,0,0,"Lophanthus Rugosus, Betony","かく, すい",
蘀,19,13,0,0,Falling Leaves And Barks,"たく, じゃく",おちば
蘄,19,13,0,0,Variety Of Artemisia Seek,"き, け, きん, ごん",
蘅,19,13,0,0,Fragrant Plant The Root Is Medicinal,"こう, ぎょう",
蘍,19,13,0,0,,くん,かお.る
蘎,19,13,0,0,,き,
蘐,19,13,0,0,,けん,"かや, かんぞう"
蘑,19,13,0,0,Type Of Edible Mushroom,ま,ひらたけ
蘒,20,13,0,0,"Used In ""meiboku Sendaihagi""",き,は.ぎ
蘘,20,13,0,0,Kind Of Wild Ginger,"にょう, しょう, そう, のう",みようが
蘙,20,13,0,0,,えい,しげ.る
蘛,20,13,0,0,,"いく, ゆ",しげ.る
蘞,20,13,0,0,"Wild Vine, Vitis Pentaphylla","れん, けん, こん",やぶからし
蘡,20,13,0,0,,"おう, よう, えい",
蘧,20,13,0,0,Plant Which Resembles Wheat But Has No Edible Grain,"く, きょ",
蘩,20,13,0,0,,"はん, ぼん",しろよもぎ
蘶,21,13,0,0,,ぎ,ひこばえ
蘸,22,13,0,0,"Dip, Remarry",さん,ひた.す
蘺,22,13,0,0,Gracilaria Verrucosa,り,くさびえ
蘼,22,13,0,0,,"び, み",
蘽,22,13,0,0,,"るい, ら, りゅう","かずら, ふじかずら"
虀,22,13,0,0,"Minced Pickles, Leeks, Mix, Salt","せい, さい",あ.える
虂,24,13,0,0,,"ろ, る",
虆,24,13,0,0,"Entwine, Basket For Carrying Dirt","るい, ら, りゅう","かずら, ふじかずら"
虒,10,13,0,0,"An Amphibious Beast Resembling A Tiger With One Horn, Place Name","し, てい, だい, ち",けもの
虓,10,13,0,0,Roar,"おう, よう, こう, きょう","うそぶ.く, いか.る, しし, たた.く"
虖,11,13,0,0,"To Cry, To Shout, To Howl","こ, く, けい, きょう",ほ.える
虗,11,13,0,0,,"きょ, こ","むな.しい, うつ.ろ"
虘,11,13,0,0,,"さ, そ",たけだけ.しい
虙,11,13,0,0,,ふく,
虝,12,13,0,0,,こ,とら
虠,14,13,0,0,,こう,
虡,14,13,0,0,Support Structure For Bell,"きょ, ご",はし.る
虢,15,13,0,0,Name Of Ancient Feudal State In Shenxi And Hunan,"ほう, かく",つめあと
虣,16,13,0,0,"Cruel, Violent, Passionate",ほう,しいたげる
虤,16,13,0,0,,"がん, けん",
虩,18,13,0,0,Fright,"けき, きゃく, さく, しゃく",おそ.れる
虬,7,13,0,0,Young Dragon,"きゅう, く, きょう",みずち
虯,8,13,0,0,Young Dragon,"きゅう, く, きょう",みずち
虵,8,13,0,0,,"じゃ, だ, い, や",へび
虶,9,13,0,0,,う,
虷,9,13,0,0,Worm,かん,ぼうふら
虺,9,13,0,0,Large Poisonous Snake,"き, かい, け",まむし
蚍,10,13,0,0,"Mussels, Various Shellfish",ひ,おおあり
蚑,10,13,0,0,Tip-toe,"き, げ",はう
蚖,10,13,0,0,,"げん, がん",いもり
蚘,10,13,0,0,Tapeworm,"かい, ゆう","かいちゅう, はらのむし"
蚚,10,13,0,0,,"き, げ, かい",こくぞうむし
蚜,10,13,0,0,"Plant Louse, Aphids","か, け",あぶらむし
蚡,10,13,0,0,Mole,ふん,もぐらもち
蚦,10,13,0,0,Boa Constrictor,"ぜん, ねん, ざん, なん, てん",にしきへび
蚧,10,13,0,0,Red Spotted Lizard (used As Medicine),かい,
蚨,10,13,0,0,"Kind Of Water-beetle Cash, Then Dollars And Money Generally",ふ,
蚭,11,13,0,0,,"じ, に",
蚱,11,13,0,0,"Grasshopper, Locust","さく, しゃく, さ, しゃ",
蚳,11,13,0,0,Ant Eggs,"ち, し, てい, たい",
蚴,11,13,0,0,,"ゆう, ゆ",
蚵,11,13,0,0,Oyster,か,
蚷,11,13,0,0,,"きょ, ご",
蚸,11,13,0,0,,"れき, りゃく, せき, しゃく",
蚹,11,13,0,0,,"ふ, ほく",
蚿,11,13,0,0,Millipede,けん,
蛀,11,13,0,0,"Insects That Eat Books, Clothes",しゅ,きくいむし
蛁,11,13,0,0,,ちょう,
蛃,11,13,0,0,,"へい, ひょう, ほう",
蛅,11,13,0,0,Caterpillar,"ねん, せん",
蛑,12,13,0,0,Marine Crab,"ぼう, む, もう",
蛒,12,13,0,0,,"かく, きゃく, らく",すくもむし
蛕,12,13,0,0,"The Common Intestinal Worms, The Tape-worm",かい,かいちゅう
蛗,12,13,0,0,,"ふう, ぶ",
蛚,12,13,0,0,,"れつ, れち",
蛜,12,13,0,0,,い,
蛠,12,13,0,0,,"れい, らい",
蛣,12,13,0,0,(dung) Beetle,"きつ, きち, けつ, けち, けい",
蛥,12,13,0,0,,"せつ, ぜち",にいにいぜみ
蛧,12,13,0,0,,"ぼう, もう",
蚈,12,13,0,0,,けん,"ほたる, やすで"
蛺,13,13,0,0,Kind Of Butterfly,"きょう, こう, りょう",ちょう
蛼,13,13,0,0,,しゃ,"あしまつい, こおろぎ"
蛽,13,13,0,0,,ばい,かい
蜄,13,13,0,0,,しん,うご.く
蜅,13,13,0,0,,"ふ, ほ",
蜇,13,13,0,0,Jellyfish,"てつ, てち",さ.す
蜋,13,13,0,0,"Mantis, Dung Beetle, Insect","ろう, りょう",
蜎,13,13,0,0,Mosquito Larva,"えん, けん",ぼうふら
蜏,13,13,0,0,,"ゆう, ゆ, しゅう, しゅ",かげろう
蜐,13,13,0,0,,"きょう, こう",
蜓,13,13,0,0,"Dragonfly, Millipede, Lizard","えん, てん, てい, じょう",
蜔,13,13,0,0,Inlaid Shell-work,てん,
蜙,14,13,0,0,,"しょう, しゅ, そう, す",
蜞,14,13,0,0,,き,ひる
蜟,14,13,0,0,,いく,
蜡,14,13,0,0,"Wax, Candle, Waxy, Glazed, Maggot","しょ, わ, じゃ, せき, しゃく",うじむし
蜣,14,13,0,0,Dung Beetle,"きょう, こう, きゃく, かく",
蜨,14,13,0,0,Butterfly,"しょう, そう",
蜮,14,13,0,0,"Fabulous Creature Like A Turtle, Toad","よく, いき, こく, わく",いさごむし
蜯,14,13,0,0,,"ほう, びょう","はまぐり, どぶが.い"
蜱,14,13,0,0,"Tick, Mite","ひ, ひょう",だに
蜲,14,13,0,0,,い,う.ねる
蜹,14,13,0,0,"Gnat, Mosquito","ぜい, ねい, ぜつ, ねち","ぶゆ, ぶよ, ぶと, か"
蜺,14,13,0,0,Reflection Of Rainbow,"げい, げつ, げち",つくつくぼうし
蜼,14,13,0,0,,"い, ゆい, るい",さる
蜽,14,13,0,0,,りょう,こだま
蜾,14,13,0,0,The Solitary Wasp,"か, ら",じがばち
蝀,14,13,0,0,Rainbow,"とう, つ",
蝃,14,13,0,0,Rainbow,"てい, たい, せつ, せち",にじ
蝅,14,13,0,0,,"さん, てん","かいこ, こ"
蝍,15,13,0,0,Centipede,"そく, しょく",
蝘,15,13,0,0,"Gecko, Kind Of Cicada","えん, おん",
蝝,15,13,0,0,The Larva Of Locust,"えん, けん",いなご
蝡,15,13,0,0,"Eumenes Polifomis, Kind Of Wasp","ぜん, だ, ねん, じゅ, にゅ",うごめ.く
蝤,15,13,0,0,,"しゅう, じゅ, よう, よ",きくいむし
蝥,15,13,0,0,Fly Which Is Used Similarly To Cantharides,"ぼう, む, めう, ぶ",
蝯,15,13,0,0,Ape,"えん, おん",てながざる
蝱,15,13,0,0,"Horsefly, Gadfly","ぼう, もう, みょう, ぶう",あぶ
蝲,15,13,0,0,,"らつ, らち",さそり
蝻,15,13,0,0,Immature Locusts,なん,
螃,16,13,0,0,Crab,"ほう, ひょう",
螄,16,13,0,0,Kind Of Snail With Spiral Shell,し,にな
螅,16,13,0,0,,"し, しつ",
螆,16,13,0,0,Hairy And Poisonous Caterpillars,し,
螇,16,13,0,0,,けい,
螈,16,13,0,0,,"げん, がん",いもり
螉,16,13,0,0,Wasp,"お, おう",
螋,16,13,0,0,Spider Millipede,しゅう,
螌,16,13,0,0,"Striped, Poisonous Fly",はん,
螐,16,13,0,0,,"お, う",
螓,16,13,0,0,Small Cicada With A Square Head,しん,なつぜみ
螕,16,13,0,0,"Tick, Mite","へい, ひ","だに, おおあり"
螗,16,13,0,0,Kind Of Cicada,とう,なつぜみ
螘,16,13,0,0,Ant,ぎ,あり
螙,16,13,0,0,"Grubs In Wood, Worms In Books, Clothes, Etc, Used Figuratively Of Corrupt Officials",と,きくいむし
螞,16,13,0,0,"Ant, Leech","ば, め",
螠,16,13,0,0,,い,ゆむし
螣,16,13,0,0,Mythological Wingless Dragon Of,"とう, ちん, じん",
螧,16,13,0,0,,けん,えび
螬,16,13,0,0,Grubs In Fruit,"そう, しゅう, じゅ",
螭,17,13,0,0,"Dragon Whose Horns Have Not Grown, Cruel",ち,みずち
螮,17,13,0,0,Rainbow,"てい, たい",
螱,17,13,0,0,,い,しろあり
螵,17,13,0,0,Chrysalis,ひょう,
螾,17,13,0,0,The Earthworm,いん,みみず
螿,17,13,0,0,Kind Of Cicada,"しょう, そう",
蟁,17,13,0,0,"Mosquito, Gnat",ぶん,か
蟈,17,13,0,0,"Small Green Frog, Cicada","かく, よく, いき",いさごむし
蟉,17,13,0,0,,"りゅう, る, きゅう",
蟊,17,13,0,0,Fly Which Is Used Similarly To Cantharides,"ぼう, む",ねきりむし
蟎,17,13,0,0,,,だに
蟕,18,13,0,0,Species Of Tortoise Found Near The Mouth Of The Yellow River,"すい, し",
蟖,18,13,0,0,"Moth Larva, Grasshopper",し,けむし
蟙,18,13,0,0,,"しょく, しき",こうもり
蟚,18,13,0,0,,"ほう, びょう",
蟜,18,13,0,0,Insect,きょう,
蟟,18,13,0,0,,りょう,くまぜみ
蟢,18,13,0,0,"Caulk, Spider",き,
蟣,18,13,0,0,"Louse Eggs, Nits","き, け",しらみ
蟤,18,13,0,0,,せん,
蟪,18,13,0,0,Kind Of Cicada,"けい, え",つくつくぼうし
蟫,18,13,0,0,"The Insect, Commonly Known As The Silver-fish, Which Destroys Books, Clothing, Etc.","いん, たん, どん",しみ
蟭,18,13,0,0,Very Small Bug,"しょう, しゅう, しゅ",
蟱,18,13,0,0,,"ぼう, む, ぶ",くも
蟳,18,13,0,0,Kind Of Crab,じん,がざみ
蟸,19,13,0,0,,"れい, らい, り, ら","にな, ひさご"
蟺,19,13,0,0,Earthworm,"せん, たん",みみず
蟿,19,13,0,0,Acrida Chinensis,"けい, き",
蠁,19,13,0,0,"Larvae, Grubs","きょう, どう",にしどち
蠃,19,13,0,0,The Solitary Wasp,"ら, か",かたつむり
蠆,19,13,0,0,Kind Of Scorpion,"たい, たつ, たち",
蠉,19,13,0,0,,けん,はう
蠊,19,13,0,0,,れん,
蠋,19,13,0,0,Caterpillar,"ちょく, しょく, どく, ぞく",けむし
蠐,20,13,0,0,"Maggots, Grubs","せい, ざい, し",
蠙,20,13,0,0,Oyster,"へん, ひん",どぶがい
蠒,20,13,0,0,,けん,"まゆ, きぬ"
蠓,20,13,0,0,"Midges, Sandflies","ぼう, む",かつおむし
蠔,20,13,0,0,Oyster,こう,かき
蠘,20,13,0,0,,"せつ, ぜち",
蠚,21,13,0,0,,"かく, ちゃく, せき, しゃく","さ.す, いた.む, さすむし"
蠛,21,13,0,0,"Flies, Small Insects Produced In Damp Places","べつ, めち",かつおむし
蠜,21,13,0,0,Grasshopper,"はん, ぼん",いなご
蠞,21,13,0,0,,"せつ, ぜち",
蠟,21,9,0,0,"Wax, Candle, Waxy, Glazed",ろう,"みつろう, ろうそく"
蠨,22,13,0,0,Kind Of Spider With Long Legs,しょう,あしたかぐも
蠭,23,13,0,0,"Bees, Hornets, Wasps",ほう,はち
蠮,23,13,0,0,Bee,"えつ, えち",
蠰,23,13,0,0,,"しょう, そう, じょう, にょう",かみきりむし
蠲,23,13,0,0,"The Millipede Sometimes Confounded With The Grow-worm, Bright, Clear","けん, けい, け",やすで
蠵,24,13,0,0,"Type Of Turtle, Large Turtles","けい, き, え, い",
蠺,24,13,0,0,,"さん, てん","かいこ, こ"
蠼,26,13,0,0,,"きゃく, かく, けき, く, わく",おおざる
衁,9,13,0,0,Blood,こう,ち
衃,10,13,0,0,,"はい, ふう, ふ",
衅,11,13,0,0,"Consecrate Sacrificial Vessels By Smearing Blood, Rift",きん,"ちぬ.る, すき, ひま"
衈,12,13,0,0,The Blood Of A Sacrificial Fowl Which Was Sprinkled On The Doors And Vessels,"じ, に",
衉,12,13,0,0,Vomit,"かく, きゃく",
衊,21,13,0,0,"Smear, Slander, Defile","べつ, めち, ばつ, まち",
衋,24,13,0,0,,"きょく, こく",いた.む
衎,9,13,0,0,"Give Pleasure, Be Pleased, Happy",かん,よろこ.ぶ
衑,11,13,0,0,,"れい, りょう",みち
衕,12,13,0,0,"Alley, Lane","とう, ず",
衖,12,13,0,0,"Lane, Alley",こう,ちまた
衘,13,13,0,0,,かん,くつわ
衚,15,13,0,0,"Lane, Alley, Side Street",こ,
衜,15,13,0,0,"Way, Path",とう,みち
衟,16,13,0,0,,とう,みち
衠,16,13,0,0,,しゅん,"まこと, ただ.しい, もっぱら"
衤,5,13,0,0,"Clothes, Clothing Radical (no. 145",,ころも
衩,8,13,0,0,The Open Seam Of A Garment Which Allows Freedom Of Movement,"さい, しゃ, さ",
衱,9,13,0,0,,"きょう, こう, きゅう",つくろう
衹,9,13,0,0,"Only, Merely, But","き, し, てい, たい",たまたま
衻,9,13,0,0,,"ねん, でん, せん","ふちど.る, まえだれ"
袀,9,13,0,0,,"びん, きん",いくさごろも
袘,10,13,0,0,,"い, た",みごろ
袚,10,13,0,0,"Greave, Knee-pads, Buskins","はつ, はち, ひ",ふく
袛,10,13,0,0,,"てい, たい, し",
袜,10,13,0,0,"Socks, Stockings","ばつ, まち",たび
袟,10,13,0,0,"Book Cover, Satchel Or Bag","ちつ, じち",さや
袠,11,13,0,0,"Book Cover, Satchel Or Bag","ちつ, じち",
袨,10,13,0,0,,けん,はれぎ
袪,10,13,0,0,"Sleeves, Cuff","きょ, こ",そで
袺,11,13,0,0,Hold Up,"けつ, けち, かつ",つまどる
袽,11,13,0,0,Clothes,"じょ, にょ",やぶれごろも
袾,11,13,0,0,,"ちゅ, しゅ",みごろ
裀,11,13,0,0,"Mat, Coverlet, Underwear",いん,みごろ
裊,13,13,0,0,"Curling Upwards, Wavering Gently","ちょう, じょう, にょう",しなや.か
